id,country_id,created_at,updated_at
74,818,"2023-08-24 01:44:09","2023-08-24 01:44:09"
75,422,"2023-08-24 01:44:09","2023-08-24 01:44:09"
76,422,"2023-08-24 01:44:09","2023-08-24 01:44:09"
77,422,"2023-08-24 01:44:09","2023-08-24 01:44:09"
78,422,"2023-08-24 01:44:09","2023-08-24 01:44:09"
79,422,"2023-08-24 01:44:09","2023-08-24 01:44:09"
80,422,"2023-08-24 01:44:09","2023-08-24 01:44:09"
81,422,"2023-08-24 01:44:09","2023-08-24 01:44:09"
82,422,"2023-08-24 01:44:09","2023-08-24 01:44:09"
83,422,"2023-08-24 01:44:09","2023-08-24 01:44:09"
84,422,"2023-08-24 01:44:09","2023-08-24 01:44:09"
85,422,"2023-08-24 01:44:09","2023-08-24 01:44:09"
86,422,"2023-08-24 01:44:09","2023-08-24 01:44:09"
87,634,"2023-08-24 01:44:09","2023-08-24 01:44:09"
88,634,"2023-08-24 01:44:10","2023-08-24 01:44:10"
89,634,"2023-08-24 01:44:10","2023-08-24 01:44:10"
90,634,"2023-08-24 01:44:10","2023-08-24 01:44:10"
91,634,"2023-08-24 01:44:10","2023-08-24 01:44:10"
92,634,"2023-08-24 01:44:10","2023-08-24 01:44:10"
93,634,"2023-08-24 01:44:10","2023-08-24 01:44:10"
94,634,"2023-08-24 01:44:10","2023-08-24 01:44:10"
95,48,"2023-08-24 01:44:10","2023-08-24 01:44:10"
96,48,"2023-08-24 01:44:10","2023-08-24 01:44:10"
97,48,"2023-08-24 01:44:10","2023-08-24 01:44:10"
98,48,"2023-08-24 01:44:10","2023-08-24 01:44:10"
99,48,"2023-08-24 01:44:10","2023-08-24 01:44:10"
100,48,"2023-08-24 01:44:10","2023-08-24 01:44:10"
101,48,"2023-08-24 01:44:10","2023-08-24 01:44:10"
102,48,"2023-08-24 01:44:10","2023-08-24 01:44:10"
103,48,"2023-08-24 01:44:10","2023-08-24 01:44:10"
104,48,"2023-08-24 01:44:10","2023-08-24 01:44:10"
105,368,"2023-08-24 01:44:10","2023-08-24 01:44:10"
106,368,"2023-08-24 01:44:10","2023-08-24 01:44:10"
107,368,"2023-08-24 01:44:10","2023-08-24 01:44:10"
108,368,"2023-08-24 01:44:10","2023-08-24 01:44:10"
109,368,"2023-08-24 01:44:10","2023-08-24 01:44:10"
110,368,"2023-08-24 01:44:10","2023-08-24 01:44:10"
111,368,"2023-08-24 01:44:10","2023-08-24 01:44:10"
112,368,"2023-08-24 01:44:10","2023-08-24 01:44:10"
113,368,"2023-08-24 01:44:10","2023-08-24 01:44:10"
114,368,"2023-08-24 01:44:10","2023-08-24 01:44:10"
115,368,"2023-08-24 01:44:10","2023-08-24 01:44:10"
116,368,"2023-08-24 01:44:10","2023-08-24 01:44:10"
117,12,"2023-08-24 01:44:10","2023-08-24 01:44:10"
118,12,"2023-08-24 01:44:10","2023-08-24 01:44:10"
119,12,"2023-08-24 01:44:10","2023-08-24 01:44:10"
120,12,"2023-08-24 01:44:10","2023-08-24 01:44:10"
121,12,"2023-08-24 01:44:10","2023-08-24 01:44:10"
122,12,"2023-08-24 01:44:10","2023-08-24 01:44:10"
123,12,"2023-08-24 01:44:10","2023-08-24 01:44:10"
124,12,"2023-08-24 01:44:10","2023-08-24 01:44:10"
125,12,"2023-08-24 01:44:10","2023-08-24 01:44:10"
126,12,"2023-08-24 01:44:10","2023-08-24 01:44:10"
127,12,"2023-08-24 01:44:10","2023-08-24 01:44:10"
128,12,"2023-08-24 01:44:10","2023-08-24 01:44:10"
129,504,"2023-08-24 01:44:10","2023-08-24 01:44:10"
130,504,"2023-08-24 01:44:10","2023-08-24 01:44:10"
131,504,"2023-08-24 01:44:10","2023-08-24 01:44:10"
132,504,"2023-08-24 01:44:10","2023-08-24 01:44:10"
133,504,"2023-08-24 01:44:11","2023-08-24 01:44:11"
134,504,"2023-08-24 01:44:11","2023-08-24 01:44:11"
135,504,"2023-08-24 01:44:11","2023-08-24 01:44:11"
136,504,"2023-08-24 01:44:11","2023-08-24 01:44:11"
137,504,"2023-08-24 01:44:11","2023-08-24 01:44:11"
138,504,"2023-08-24 01:44:11","2023-08-24 01:44:11"
139,504,"2023-08-24 01:44:11","2023-08-24 01:44:11"
140,504,"2023-08-24 01:44:11","2023-08-24 01:44:11"
141,788,"2023-08-24 01:44:11","2023-08-24 01:44:11"
142,788,"2023-08-24 01:44:11","2023-08-24 01:44:11"
143,788,"2023-08-24 01:44:11","2023-08-24 01:44:11"
144,788,"2023-08-24 01:44:11","2023-08-24 01:44:11"
145,788,"2023-08-24 01:44:11","2023-08-24 01:44:11"
146,788,"2023-08-24 01:44:11","2023-08-24 01:44:11"
147,788,"2023-08-24 01:44:11","2023-08-24 01:44:11"
148,788,"2023-08-24 01:44:11","2023-08-24 01:44:11"
149,788,"2023-08-24 01:44:11","2023-08-24 01:44:11"
150,788,"2023-08-24 01:44:11","2023-08-24 01:44:11"
151,788,"2023-08-24 01:44:11","2023-08-24 01:44:11"
152,788,"2023-08-24 01:44:11","2023-08-24 01:44:11"
153,840,"2023-08-24 01:44:11","2023-08-24 01:44:11"
154,840,"2023-08-24 01:44:11","2023-08-24 01:44:11"
155,840,"2023-08-24 01:44:11","2023-08-24 01:44:11"
156,840,"2023-08-24 01:44:11","2023-08-24 01:44:11"
157,840,"2023-08-24 01:44:11","2023-08-24 01:44:11"
158,840,"2023-08-24 01:44:11","2023-08-24 01:44:11"
159,840,"2023-08-24 01:44:11","2023-08-24 01:44:11"
160,840,"2023-08-24 01:44:11","2023-08-24 01:44:11"
161,840,"2023-08-24 01:44:11","2023-08-24 01:44:11"
162,840,"2023-08-24 01:44:11","2023-08-24 01:44:11"
163,840,"2023-08-24 01:44:11","2023-08-24 01:44:11"
164,840,"2023-08-24 01:44:11","2023-08-24 01:44:11"
165,826,"2023-08-24 01:44:11","2023-08-24 01:44:11"
166,826,"2023-08-24 01:44:11","2023-08-24 01:44:11"
167,826,"2023-08-24 01:44:11","2023-08-24 01:44:11"
168,826,"2023-08-24 01:44:11","2023-08-24 01:44:11"
169,826,"2023-08-24 01:44:11","2023-08-24 01:44:11"
170,826,"2023-08-24 01:44:11","2023-08-24 01:44:11"
171,826,"2023-08-24 01:44:11","2023-08-24 01:44:11"
172,826,"2023-08-24 01:44:11","2023-08-24 01:44:11"
173,826,"2023-08-24 01:44:11","2023-08-24 01:44:11"
174,826,"2023-08-24 01:44:11","2023-08-24 01:44:11"
175,826,"2023-08-24 01:44:11","2023-08-24 01:44:11"
176,826,"2023-08-24 01:44:11","2023-08-24 01:44:11"
177,586,"2023-08-24 01:44:11","2023-08-24 01:44:11"
178,586,"2023-08-24 01:44:11","2023-08-24 01:44:11"
179,586,"2023-08-24 01:44:11","2023-08-24 01:44:11"
180,586,"2023-08-24 01:44:11","2023-08-24 01:44:11"
181,586,"2023-08-24 01:44:11","2023-08-24 01:44:11"
182,586,"2023-08-24 01:44:11","2023-08-24 01:44:11"
183,586,"2023-08-24 01:44:11","2023-08-24 01:44:11"
185,586,"2023-08-24 01:44:11","2023-08-24 01:44:11"
186,586,"2023-08-24 01:44:11","2023-08-24 01:44:11"
187,586,"2023-08-24 01:44:11","2023-08-24 01:44:11"
188,586,"2023-08-24 01:44:11","2023-08-24 01:44:11"
189,586,"2023-08-24 01:44:11","2023-08-24 01:44:11"
190,586,"2023-08-24 01:44:11","2023-08-24 01:44:11"
191,586,"2023-08-24 01:44:11","2023-08-24 01:44:11"
192,586,"2023-08-24 01:44:11","2023-08-24 01:44:11"
193,586,"2023-08-24 01:44:11","2023-08-24 01:44:11"
194,586,"2023-08-24 01:44:11","2023-08-24 01:44:11"
195,586,"2023-08-24 01:44:11","2023-08-24 01:44:11"
196,586,"2023-08-24 01:44:11","2023-08-24 01:44:11"
197,586,"2023-08-24 01:44:11","2023-08-24 01:44:11"
198,586,"2023-08-24 01:44:11","2023-08-24 01:44:11"
199,586,"2023-08-24 01:44:11","2023-08-24 01:44:11"
200,586,"2023-08-24 01:44:11","2023-08-24 01:44:11"
201,586,"2023-08-24 01:44:11","2023-08-24 01:44:11"
202,586,"2023-08-24 01:44:11","2023-08-24 01:44:11"
203,586,"2023-08-24 01:44:11","2023-08-24 01:44:11"
204,586,"2023-08-24 01:44:11","2023-08-24 01:44:11"
205,586,"2023-08-24 01:44:11","2023-08-24 01:44:11"
206,586,"2023-08-24 01:44:11","2023-08-24 01:44:11"
207,586,"2023-08-24 01:44:11","2023-08-24 01:44:11"
208,586,"2023-08-24 01:44:11","2023-08-24 01:44:11"
209,4,"2023-08-24 01:44:08","2023-08-24 01:44:08"
210,4,"2023-08-24 01:44:08","2023-08-24 01:44:08"
211,4,"2023-08-24 01:44:08","2023-08-24 01:44:08"
212,4,"2023-08-24 01:44:08","2023-08-24 01:44:08"
213,4,"2023-08-24 01:44:08","2023-08-24 01:44:08"
214,4,"2023-08-24 01:44:08","2023-08-24 01:44:08"
215,4,"2023-08-24 01:44:08","2023-08-24 01:44:08"
216,4,"2023-08-24 01:44:08","2023-08-24 01:44:08"
217,4,"2023-08-24 01:44:08","2023-08-24 01:44:08"
218,4,"2023-08-24 01:44:08","2023-08-24 01:44:08"
219,4,"2023-08-24 01:44:08","2023-08-24 01:44:08"
220,4,"2023-08-24 01:44:08","2023-08-24 01:44:08"
221,4,"2023-08-24 01:44:08","2023-08-24 01:44:08"
222,4,"2023-08-24 01:44:08","2023-08-24 01:44:08"
223,4,"2023-08-24 01:44:08","2023-08-24 01:44:08"
224,4,"2023-08-24 01:44:08","2023-08-24 01:44:08"
225,4,"2023-08-24 01:44:08","2023-08-24 01:44:08"
226,4,"2023-08-24 01:44:08","2023-08-24 01:44:08"
227,4,"2023-08-24 01:44:08","2023-08-24 01:44:08"
228,4,"2023-08-24 01:44:08","2023-08-24 01:44:08"
229,4,"2023-08-24 01:44:08","2023-08-24 01:44:08"
230,4,"2023-08-24 01:44:08","2023-08-24 01:44:08"
231,4,"2023-08-24 01:44:08","2023-08-24 01:44:08"
232,4,"2023-08-24 01:44:08","2023-08-24 01:44:08"
241,248,"2023-08-24 01:44:08","2023-08-24 01:44:08"
242,248,"2023-08-24 01:44:08","2023-08-24 01:44:08"
243,248,"2023-08-24 01:44:08","2023-08-24 01:44:08"
244,248,"2023-08-24 01:44:08","2023-08-24 01:44:08"
245,248,"2023-08-24 01:44:08","2023-08-24 01:44:08"
246,248,"2023-08-24 01:44:08","2023-08-24 01:44:08"
247,248,"2023-08-24 01:44:08","2023-08-24 01:44:08"
248,248,"2023-08-24 01:44:08","2023-08-24 01:44:08"
249,248,"2023-08-24 01:44:08","2023-08-24 01:44:08"
250,248,"2023-08-24 01:44:08","2023-08-24 01:44:08"
251,248,"2023-08-24 01:44:08","2023-08-24 01:44:08"
252,248,"2023-08-24 01:44:08","2023-08-24 01:44:08"
253,248,"2023-08-24 01:44:08","2023-08-24 01:44:08"
254,8,"2023-08-24 01:44:08","2023-08-24 01:44:08"
255,8,"2023-08-24 01:44:08","2023-08-24 01:44:08"
256,8,"2023-08-24 01:44:08","2023-08-24 01:44:08"
257,8,"2023-08-24 01:44:08","2023-08-24 01:44:08"
258,8,"2023-08-24 01:44:08","2023-08-24 01:44:08"
259,8,"2023-08-24 01:44:08","2023-08-24 01:44:08"
260,8,"2023-08-24 01:44:08","2023-08-24 01:44:08"
261,8,"2023-08-24 01:44:08","2023-08-24 01:44:08"
262,8,"2023-08-24 01:44:08","2023-08-24 01:44:08"
263,8,"2023-08-24 01:44:08","2023-08-24 01:44:08"
264,8,"2023-08-24 01:44:08","2023-08-24 01:44:08"
265,8,"2023-08-24 01:44:08","2023-08-24 01:44:08"
266,8,"2023-08-24 01:44:08","2023-08-24 01:44:08"
267,8,"2023-08-24 01:44:08","2023-08-24 01:44:08"
268,8,"2023-08-24 01:44:08","2023-08-24 01:44:08"
269,8,"2023-08-24 01:44:08","2023-08-24 01:44:08"
270,16,"2023-08-24 01:44:08","2023-08-24 01:44:08"
271,16,"2023-08-24 01:44:08","2023-08-24 01:44:08"
272,16,"2024-09-30 13:10:23","2024-09-30 13:10:23"
273,16,"2024-09-30 13:10:23","2024-09-30 13:10:23"
274,16,"2024-09-30 13:12:03","2024-09-30 13:12:03"
275,16,"2024-09-30 13:13:22","2024-09-30 13:13:22"
276,16,"2024-09-30 13:13:22","2024-09-30 13:13:22"
277,16,"2024-09-30 13:12:03","2024-09-30 13:12:03"
278,16,"2024-09-30 13:10:23","2024-09-30 13:10:23"
279,16,"2024-09-30 13:10:23","2024-09-30 13:10:23"
280,16,"2023-08-24 01:44:08","2023-08-24 01:44:08"
281,16,"2023-08-24 01:44:08","2023-08-24 01:44:08"
282,16,"2023-08-24 01:44:08","2023-08-24 01:44:08"
283,20,"2023-08-24 01:44:08","2023-08-24 01:44:08"
284,20,"2023-08-24 01:44:08","2023-08-24 01:44:08"
285,20,"2023-08-24 01:44:08","2023-08-24 01:44:08"
286,20,"2023-08-24 01:44:08","2023-08-24 01:44:08"
287,20,"2023-08-24 01:44:08","2023-08-24 01:44:08"
288,20,"2023-08-24 01:44:08","2023-08-24 01:44:08"
289,20,"2023-08-24 01:44:08","2023-08-24 01:44:08"
290,20,"2023-08-24 01:44:08","2023-08-24 01:44:08"
291,24,"2023-08-24 01:44:08","2023-08-24 01:44:08"
292,24,"2023-08-24 01:44:08","2023-08-24 01:44:08"
293,24,"2023-08-24 01:44:08","2023-08-24 01:44:08"
294,24,"2023-08-24 01:44:08","2023-08-24 01:44:08"
295,24,"2023-08-24 01:44:08","2023-08-24 01:44:08"
296,24,"2023-08-24 01:44:08","2023-08-24 01:44:08"
297,24,"2023-08-24 01:44:08","2023-08-24 01:44:08"
298,24,"2023-08-24 01:44:08","2023-08-24 01:44:08"
299,24,"2023-08-24 01:44:08","2023-08-24 01:44:08"
300,24,"2023-08-24 01:44:08","2023-08-24 01:44:08"
301,24,"2023-08-24 01:44:08","2023-08-24 01:44:08"
303,660,"2023-08-24 01:44:08","2023-08-24 01:44:08"
304,660,"2023-08-24 01:44:08","2023-08-24 01:44:08"
305,660,"2023-08-24 01:44:08","2023-08-24 01:44:08"
306,660,"2023-08-24 01:44:08","2023-08-24 01:44:08"
307,660,"2023-08-24 01:44:08","2023-08-24 01:44:08"
308,660,"2023-08-24 01:44:08","2023-08-24 01:44:08"
309,660,"2023-08-24 01:44:08","2023-08-24 01:44:08"
310,660,"2023-08-24 01:44:08","2023-08-24 01:44:08"
311,10,"2023-08-24 01:44:08","2023-08-24 01:44:08"
312,10,"2023-08-24 01:44:08","2023-08-24 01:44:08"
313,10,"2023-08-24 01:44:08","2023-08-24 01:44:08"
314,10,"2023-08-24 01:44:08","2023-08-24 01:44:08"
315,10,"2023-08-24 01:44:08","2023-08-24 01:44:08"
316,10,"2023-08-24 01:44:08","2023-08-24 01:44:08"
317,10,"2023-08-24 01:44:08","2023-08-24 01:44:08"
318,10,"2023-08-24 01:44:08","2023-08-24 01:44:08"
319,28,"2023-08-24 01:44:08","2023-08-24 01:44:08"
320,28,"2023-08-24 01:44:08","2023-08-24 01:44:08"
321,28,"2023-08-24 01:44:08","2023-08-24 01:44:08"
322,28,"2023-08-24 01:44:08","2023-08-24 01:44:08"
323,28,"2023-08-24 01:44:08","2023-08-24 01:44:08"
324,28,"2023-08-24 01:44:08","2023-08-24 01:44:08"
325,28,"2023-08-24 01:44:08","2023-08-24 01:44:08"
326,28,"2023-08-24 01:44:08","2023-08-24 01:44:08"
327,28,"2023-08-24 01:44:08","2023-08-24 01:44:08"
328,28,"2023-08-24 01:44:08","2023-08-24 01:44:08"
329,32,"2023-08-24 01:44:08","2023-08-24 01:44:08"
330,32,"2023-08-24 01:44:08","2023-08-24 01:44:08"
331,32,"2023-08-24 01:44:08","2023-08-24 01:44:08"
332,32,"2023-08-24 01:44:08","2023-08-24 01:44:08"
333,32,"2023-08-24 01:44:08","2023-08-24 01:44:08"
334,32,"2023-08-24 01:44:08","2023-08-24 01:44:08"
335,32,"2023-08-24 01:44:08","2023-08-24 01:44:08"
336,32,"2023-08-24 01:44:08","2023-08-24 01:44:08"
337,32,"2023-08-24 01:44:08","2023-08-24 01:44:08"
338,32,"2023-08-24 01:44:08","2023-08-24 01:44:08"
339,32,"2023-08-24 01:44:08","2023-08-24 01:44:08"
340,32,"2023-08-24 01:44:08","2023-08-24 01:44:08"
341,32,"2023-08-24 01:44:08","2023-08-24 01:44:08"
342,32,"2023-08-24 01:44:08","2023-08-24 01:44:08"
343,32,"2023-08-24 01:44:08","2023-08-24 01:44:08"
344,32,"2023-08-24 01:44:08","2023-08-24 01:44:08"
345,32,"2023-08-24 01:44:08","2023-08-24 01:44:08"
346,32,"2023-08-24 01:44:08","2023-08-24 01:44:08"
347,32,"2023-08-24 01:44:08","2023-08-24 01:44:08"
348,51,"2023-08-24 01:44:08","2023-08-24 01:44:08"
349,51,"2023-08-24 01:44:08","2023-08-24 01:44:08"
350,51,"2023-08-24 01:44:08","2023-08-24 01:44:08"
351,51,"2023-08-24 01:44:08","2023-08-24 01:44:08"
352,51,"2023-08-24 01:44:08","2023-08-24 01:44:08"
353,51,"2023-08-24 01:44:08","2023-08-24 01:44:08"
354,51,"2023-08-24 01:44:08","2023-08-24 01:44:08"
355,51,"2023-08-24 01:44:08","2023-08-24 01:44:08"
356,51,"2023-08-24 01:44:08","2023-08-24 01:44:08"
357,51,"2023-08-24 01:44:08","2023-08-24 01:44:08"
358,51,"2023-08-24 01:44:08","2023-08-24 01:44:08"
359,51,"2023-08-24 01:44:08","2023-08-24 01:44:08"
360,51,"2023-08-24 01:44:08","2023-08-24 01:44:08"
361,51,"2023-08-24 01:44:08","2023-08-24 01:44:08"
362,51,"2023-08-24 01:44:08","2023-08-24 01:44:08"
363,51,"2023-08-24 01:44:08","2023-08-24 01:44:08"
364,533,"2023-08-24 01:44:08","2023-08-24 01:44:08"
365,533,"2023-08-24 01:44:08","2023-08-24 01:44:08"
366,533,"2023-08-24 01:44:08","2023-08-24 01:44:08"
367,533,"2023-08-24 01:44:08","2023-08-24 01:44:08"
368,533,"2023-08-24 01:44:08","2023-08-24 01:44:08"
369,533,"2023-08-24 01:44:08","2023-08-24 01:44:08"
370,36,"2023-08-24 01:44:08","2023-08-24 01:44:08"
371,36,"2023-08-24 01:44:08","2023-08-24 01:44:08"
372,36,"2023-08-24 01:44:08","2023-08-24 01:44:08"
373,36,"2023-08-24 01:44:08","2023-08-24 01:44:08"
374,36,"2023-08-24 01:44:08","2023-08-24 01:44:08"
375,36,"2023-08-24 01:44:08","2023-08-24 01:44:08"
376,36,"2023-08-24 01:44:08","2023-08-24 01:44:08"
377,36,"2023-08-24 01:44:08","2023-08-24 01:44:08"
378,36,"2023-08-24 01:44:08","2023-08-24 01:44:08"
379,36,"2023-08-24 01:44:08","2023-08-24 01:44:08"
380,36,"2023-08-24 01:44:08","2023-08-24 01:44:08"
381,36,"2023-08-24 01:44:08","2023-08-24 01:44:08"
382,36,"2023-08-24 01:44:08","2023-08-24 01:44:08"
383,36,"2023-08-24 01:44:08","2023-08-24 01:44:08"
384,36,"2023-08-24 01:44:08","2023-08-24 01:44:08"
385,36,"2023-08-24 01:44:08","2023-08-24 01:44:08"
386,36,"2023-08-24 01:44:08","2023-08-24 01:44:08"
387,40,"2023-08-24 01:44:08","2023-08-24 01:44:08"
388,40,"2023-08-24 01:44:08","2023-08-24 01:44:08"
389,40,"2023-08-24 01:44:08","2023-08-24 01:44:08"
390,40,"2023-08-24 01:44:08","2023-08-24 01:44:08"
391,40,"2023-08-24 01:44:08","2023-08-24 01:44:08"
392,40,"2023-08-24 01:44:08","2023-08-24 01:44:08"
393,40,"2023-08-24 01:44:08","2023-08-24 01:44:08"
394,40,"2023-08-24 01:44:08","2023-08-24 01:44:08"
395,40,"2023-08-24 01:44:08","2023-08-24 01:44:08"
396,40,"2023-08-24 01:44:08","2023-08-24 01:44:08"
397,40,"2023-08-24 01:44:08","2023-08-24 01:44:08"
398,40,"2023-08-24 01:44:08","2023-08-24 01:44:08"
399,40,"2023-08-24 01:44:08","2023-08-24 01:44:08"
400,40,"2023-08-24 01:44:08","2023-08-24 01:44:08"
401,31,"2023-08-24 01:44:08","2023-08-24 01:44:08"
402,31,"2023-08-24 01:44:08","2023-08-24 01:44:08"
403,31,"2023-08-24 01:44:08","2023-08-24 01:44:08"
404,31,"2023-08-24 01:44:08","2023-08-24 01:44:08"
405,31,"2023-08-24 01:44:08","2023-08-24 01:44:08"
406,31,"2023-08-24 01:44:08","2023-08-24 01:44:08"
407,31,"2023-08-24 01:44:08","2023-08-24 01:44:08"
408,31,"2023-08-24 01:44:08","2023-08-24 01:44:08"
409,31,"2023-08-24 01:44:08","2023-08-24 01:44:08"
410,31,"2023-08-24 01:44:08","2023-08-24 01:44:08"
411,31,"2023-08-24 01:44:08","2023-08-24 01:44:08"
412,31,"2023-08-24 01:44:08","2023-08-24 01:44:08"
413,31,"2023-08-24 01:44:08","2023-08-24 01:44:08"
414,31,"2023-08-24 01:44:08","2023-08-24 01:44:08"
415,31,"2023-08-24 01:44:08","2023-08-24 01:44:08"
416,44,"2023-08-24 01:44:08","2023-08-24 01:44:08"
417,44,"2023-08-24 01:44:08","2023-08-24 01:44:08"
418,44,"2023-08-24 01:44:08","2023-08-24 01:44:08"
419,44,"2023-08-24 01:44:08","2023-08-24 01:44:08"
420,44,"2023-08-24 01:44:08","2023-08-24 01:44:08"
421,44,"2023-08-24 01:44:08","2023-08-24 01:44:08"
422,44,"2023-08-24 01:44:08","2023-08-24 01:44:08"
423,44,"2023-08-24 01:44:08","2023-08-24 01:44:08"
424,44,"2023-08-24 01:44:08","2023-08-24 01:44:08"
425,44,"2023-08-24 01:44:08","2023-08-24 01:44:08"
426,44,"2023-08-24 01:44:08","2023-08-24 01:44:08"
427,44,"2023-08-24 01:44:08","2023-08-24 01:44:08"
428,44,"2023-08-24 01:44:08","2023-08-24 01:44:08"
429,44,"2023-08-24 01:44:08","2023-08-24 01:44:08"
430,44,"2023-08-24 01:44:08","2023-08-24 01:44:08"
431,48,"2023-08-24 01:44:08","2023-08-24 01:44:08"
432,48,"2023-08-24 01:44:08","2023-08-24 01:44:08"
433,48,"2023-08-24 01:44:08","2023-08-24 01:44:08"
434,48,"2023-08-24 01:44:08","2023-08-24 01:44:08"
435,48,"2023-08-24 01:44:08","2023-08-24 01:44:08"
436,48,"2023-08-24 01:44:08","2023-08-24 01:44:08"
437,48,"2023-08-24 01:44:08","2023-08-24 01:44:08"
438,48,"2023-08-24 01:44:08","2023-08-24 01:44:08"
439,48,"2023-08-24 01:44:08","2023-08-24 01:44:08"
440,48,"2023-08-24 01:44:08","2023-08-24 01:44:08"
441,48,"2023-08-24 01:44:08","2023-08-24 01:44:08"
442,48,"2023-08-24 01:44:08","2023-08-24 01:44:08"
443,48,"2023-08-24 01:44:08","2023-08-24 01:44:08"
444,48,"2023-08-24 01:44:08","2023-08-24 01:44:08"
445,50,"2023-08-24 01:44:08","2023-08-24 01:44:08"
446,50,"2023-08-24 01:44:08","2023-08-24 01:44:08"
